BiGG	SEED
EX_HC02172_e	rxn09390
EX_zn2_e	rxn09390
ZN2tpp	rxn09390
Zn2tex	rxn09390
r2465	rxn09390
r2465_1	rxn09390
ZNabc	rxn05150
ZNabcpp	rxn05150
ZYMSTR	rxn03007
r1380	rxn03007
EX_zymst_e	rxn09649
ZYMSTt	rxn09649
pentso3abcpp	rxn12820
r0027	rxn00087
r0068	rxn00176
r0082	rxn00199
r0083	rxn00199
r0084	rxn00199
r0085	rxn00200
r0086	rxn00200
r0097	rxn00226
r0156	rxn00415
r0157	rxn00415
r0163	rxn00441
r0186	rxn00538
r0191	rxn00556
r0220	rxn00675
r0220_1	rxn00675
r0221	rxn00675
r0221_1	rxn00675
r0239	rxn00729
r0267	rxn35620
r0268	rxn35619
r0330	rxn01027
r0331	rxn01027
r0364	rxn01443
r0380	rxn01228
r0381	rxn01230
r0409	rxn01347
r0422	rxn01387
r0423	rxn01387
r0424	rxn01387
HMCARNc	rxn01463
r0465	rxn01463
r0465_1	rxn01463
r0480	rxn01478
r0558	rxn01918
r0559	rxn01920
r0571	rxn01995
r0573	rxn02014
r0587	rxn02166
r0610	rxn02315
r0642	rxn02729
r0643	rxn02729
r0644	rxn11475
r0648	rxn02791
r0649	rxn02792
r0649_1	rxn02792
r0650	rxn02794
r0651	rxn02794
PY5CDHE	rxn03072
r0686	rxn03072
r0708	rxn03174
RE1804M	rxn03282
r0739	rxn03282
HMR_1651	rxn03289
r0743	rxn03289
r0755	rxn03341
r0777	rxn03421
r0788	rxn04681
r0789	rxn04682
r0834	rxn13118
r0841	rxn33829
r0911	rxn32502
EX_mevR_e	rxn13122
EX_mev__R_e	rxn13122
MEVRt	rxn13122
MEV_Rt	rxn13122
r0954	rxn13122
EX_cholate_e	rxn47305
HMR_1665	rxn47305
HMR_1666	rxn47305
SK_cholate_c	rxn47305
r0970	rxn47305
EX_C02528_e	rxn40935
SK_C02528_c	rxn40935
r0994	rxn40935
r1384	rxn01547
r1532	rxn45389
r1532_1	rxn45389
r2010	rxn27379
r2073	rxn43657
r2073_1	rxn43657
EX_prostgd2_e	rxn31832
HMR_1331	rxn31832
r2361	rxn31832
EX_prostgh2_e	rxn31829
HMR_1311	rxn31829
r2368	rxn31829
TRNFE	rxn00068
COB2	rxn00074
FDH6r	rxn00103
PANO	rxn00149
DOPDH	rxn00196
GLYDHDA	rxn00268
FRDgr	rxn00284
FRDm_1	rxn00284
FRDx	rxn00284
ASLP	rxn00341
ASPNATm	rxn00344
NACASPAH	rxn00345
ARGMO	rxn00401
ARGR	rxn00406
FALDM	rxn00435
DLMETR	rxn00457
METRR	rxn00457
ORNR	rxn00472
HMR_6729	rxn00524
ARNO	rxn00525
CHDLDH	rxn00525
ARODH_h	rxn00526
PKETF	rxn00548
CD6P	rxn00554
GACH	rxn00561
HMR_3996	rxn00644
DLCYSR	rxn00652
KGD2	rxn14048
GP4GH1	rxn00918
1P2CBXLR	rxn00930
r0318	rxn00986
r0319	rxn00986
HMCRNc	rxn01017
3PGP	rxn01099
CREAT	rxn01142
P52O	rxn01154
DPGM	rxn01216
PDYXPT_c	rxn01253
PYOA	rxn01254
5DKGR	rxn01276
TRSARyr	rxn01281
ADPOHc	rxn01417
HICITD	rxn01419
3H3MGLTc	rxn01502
ILEDHr_1	rxn01573
LPCOXc	rxn01580
LPCOXp	rxn01580
QSDH	rxn01742
BGLYFm	rxn01773
HMR_4702	rxn01824
HMR_9805	rxn01886
DOGULND	rxn01912
2PGK	rxn01926
15KPROSTGF2c	rxn01941
HMR_1329	rxn01942
THYPX	rxn02022
41R1H2MAE12BOOX	rxn02087
CPOAT	rxn02199
ESTRr	rxn02215
1P2CBXLCYCL	rxn02326
CDPGS	rxn02362
C4HP	rxn02396
HMR_6876	rxn02609
RE2407C	rxn02618
OMP	rxn02771
HC02198c	rxn02801
3AIBT2	rxn39449
PRFGS	rxn03084
PRFGS_1	rxn03084
PRFGSh	rxn03084
ADSL2r	rxn03136
PRAISh	rxn03147
PRASCSi	rxn03147
ESTR2r	rxn03200
FAOXC122m	rxn03254
FAOXC122x	rxn03254
RE1573M	rxn03254
RE1573X	rxn03254
HMR_1949	rxn03317
HMR_6755	rxn03339
HMR_6747	rxn03346
OPHHXy	rxn03394
OPHHXym	rxn03394
CYTP450R	rxn06853
CYTP450Rh	rxn06853
AB6PGH_1	rxn03481
6PHBG2	rxn03482
HMR_3505	rxn03636
HPHACA	rxn03750
DKGLCNR3	rxn04056
MAOX	rxn04140
GDOCBIK	rxn04413
AALDCDLsi	rxn04645
MSADC	rxn04782
HMR_0954	rxn04854
HMR_0950	rxn04856
HMR_0946	rxn04857
HMR_0942	rxn04858
C14825c	rxn04861
HMR_2457	rxn04862
HMR_4701	rxn05010
CYST_II	rxn05035
HC02197c	rxn05042
GGGABADxr	rxn05126
HMR_0406	rxn11717
HMR_0366	rxn11724
HMR_0382	rxn11727
HMR_0434	rxn11801
DMCITALOR	rxn12039
CHOLD3	rxn12191
HMBDPO_h	rxn14070
MECDPDH3_syn	rxn14070
MECDPDHf	rxn14070
PTRCTA2	rxn14077
HMR_1738	rxn14319
HMR_1766	rxn14174
TYRDOPOX	rxn13968
DOPACCL	rxn15812
SDOOR_c	rxn15946
FldAct	rxn12217
GLCURDH	rxn16284
FAOXC22OHC22r	rxn16292
DMAMT	rxn16845
IPMK_c	rxn23463
A4PA	rxn24212
ABPTA_m	rxn24212
A4GA	rxn23587
ABGTA_m	rxn23587
DHGLYH	rxn23589
CYSGL	rxn40142
PEPA	rxn40273
NOX2	rxn13771
ACOXT	rxn40364
GLYALDDy	rxn40365
ALR2x	rxn26144
MALLAC	rxn11132
OMPHHXy	rxn17394
OMPHHXym	rxn17394
OMBZLM	rxn09039
OMBZLMm	rxn09039
ARGDHpp	rxn00398
GULOer	rxn23445
R03184_PLUS_R00647	rxn23445
LCARSyi	rxn15345
HMR_6874	rxn01497
PEPC	rxn20508
VANILPYRc	rxn21169
VANILLACc	rxn21170
HMR_3205	rxn23003
HMR_2215	rxn23557
HMR_2217	rxn23536
HMR_2218	rxn22100
HMR_3058	rxn22100
HMR_2219	rxn19047
FACOAL60i	rxn12288
HMR_0168	rxn12288
HMR_3191	rxn43616
HMR_3195	rxn42920
PCSF	rxn45610
HMR_2391	rxn41107
HMR_3344	rxn42329
r1477	rxn42329
HMR_3229	rxn44184
HMR_3345	rxn44184
HMR_3233	rxn45305
HMR_3349	rxn45305
HMR_3245	rxn44753
HMR_3246	rxn42480
HMR_3247	rxn41078
HMR_6907	rxn25463
HMR_6908	rxn22110
HMR_6910	rxn22120
31DMThr	rxn25531
EX_cbl1_e	rxn28561
INSt3pp	rxn28604
GSNt3pp	rxn28613
GNP	rxn26129
F1PP	rxn37439
13PPDH2	rxn26410
HPYRP	rxn26434
4HTHRA	rxn26435
AMPEP13	rxn12633
HMR_1552	rxn26880
HMR_1982	rxn26980
HMR_1983	rxn26981
HMR_1979	rxn26982
HMR_1980	rxn26983
VALt3pp	rxn44043
PHEabc	rxn18584
4HBZt3pp	rxn29120
23DOGULNt4pp	rxn27377
EX_cbi_e	rxn29150
AI2tex	rxn29185
AI2tpp	rxn29185
DM_mththf_c	rxn29185
EX_mththf_e	rxn29185
AI2abcpp	rxn29186
4AHMMPt	rxn29190
AHMMPt_h	rxn29190
EX_4ahmmp_e	rxn29190
CINNMtex	rxn29194
CINNMtpp	rxn29194
EX_cinnm_e	rxn29194
SELabcpp	rxn29218
SLNTabcpp	rxn29219
EX_hyptaur_e	rxn47431
EX_2hxmp_e	rxn40826
EX_hqn_e	rxn42691
GLYBt3pp	rxn41466
CHLt3pp	rxn43355
EX_camp_e	rxn29322
HMR_8086	rxn29322
r0669	rxn11152
PPYRDC	rxn01003
DHDPS	rxn01644
DHPS_h	rxn01644
MDRPD	rxn05104
HMR_1557	rxn02371
DKMPPD3_1	rxn05107
ENOPH	rxn05107
HMR_5387	rxn05107
DPGase	rxn01104
PHETA1	rxn00493
PHETA1m	rxn00493
POATh	rxn00493
DKMPPD	rxn08348
ACLYSHYc	rxn04660
PPOR	rxn00999
HMR_3076	rxn12277
HMR_3117	rxn12277
C100CPT1	rxn45217
HMR_2608	rxn43392
HMR_2610	rxn43392
TTDCPT1	rxn43392
TTDCPT2	rxn43392
HMR_0165	rxn12287
UNK4	rxn11208
DM_bhb_m	rxn12405
DM_bhb_x	rxn12405
EX_bhb_e	rxn12405
RHA40tex	rxn12405
RHA40tpp	rxn12405
EX_mma_e	rxn31759
MMAt2e	rxn31759
C60CPT1	rxn44056
C6COAt	rxn44056
AOP	rxn00496
r0196	rxn00600
AND19ONEc	rxn01340
r0517	rxn01627
HMR_1989	rxn02387
DHDPRx_r	rxn02928
DHDPRy	rxn02929
DHPR_h	rxn02929
RE3352C	rxn04133
FE3DCIT2abcpp	rxn05189
BTNt	rxn05223
HOMtpp	rxn05684
TYMte2	rxn05686
MMAt	rxn05704
TSULP	rxn05728
OBFOX	rxn05940
FNRR	rxn06990
HMR_1500	rxn07326
r1135	rxn07326
FF_11	rxn08275
PDE2	rxn09561
OCTDPtm	rxn09732
aratyr1	rxn11206
aratyr2	rxn11207
PPItex	rxn11268
EX_alac__S_e	rxn11320
DIACTt	rxn11325
EX_diact_e	rxn11325
EX_34hpl_e	rxn11329
CDPGH	rxn11411
4HBADH	rxn12239
LPAMt	rxn12577
LPAMtm	rxn12577
CELBt2	rxn12598
AMPEP8	rxn12634
AMPEP14	rxn12636
AMPEP11	rxn12638
AMPEP5	rxn12640
AMPEP1	rxn12645
DM_mqn7_c	rxn12664
EX_mqn7_e	rxn12664
MK7t	rxn12664
FACOAL180_1	rxn12923
DTBTt	rxn13121
EX_dtbt_e	rxn13121
PROD3	rxn13741
4ABUTabcpp	rxn13794
DAD5t_c	rxn13822
DAD5t_h	rxn13822
DM_dad_5_c	rxn13822
EX_dad_5_e	rxn13822
GLUTARt2rpp	rxn13837
34HPPYRI	rxn02397
3MBALDt	rxn13201
3MBALDtm	rxn13201
EX_3mbald_e	rxn13201
4MOPDC	rxn13209
ACOADAGAT1601819Z180	rxn34806
ACOADAGAT1801819Z180	rxn34812
ALCD24xi	rxn03955
ALCD24xim	rxn03955
ALCD24yi	rxn03956
ALTRH	rxn01122
ARGSL	rxn00802
ARGSS	rxn01434
ARGSS2	rxn01434
ARGSS_1	rxn01434
ASCBOR	rxn00028
ASCBt	rxn08159
ASCBt_h	rxn08159
ASCBt_m	rxn08159
ASCBt_u	rxn08159
ASCBtex	rxn08159
DM_ascb__L_c	rxn08159
EX_ascb__L_e	rxn08159
CYNTAH	rxn08277
CYNTL_m	rxn08277
DASCBR	rxn21280
DASCBR_1	rxn21280
DDGLCNt2r	rxn05681
DDGLCNt2rpp	rxn05681
DDGLCNtex	rxn08320
EX_2ddglcn_e	rxn08320
DDGLK	rxn01123
DKII	rxn01124
DKMPPD2	rxn10075
DKMPPD3	rxn08349
FAH1819Z	rxn34751
G3PAT180_1	rxn34958
GADOX	rxn12706
DHAOX_c	rxn00821
DHAOX_h	rxn00821
DHAOX_m	rxn00821
GTHDH	rxn00821
GTHDHu	rxn00821
HEPK1	rxn08708
HEPK2	rxn08709
MELIBabc	rxn18574
METOX2s	rxn08913
METSOX2abc	rxn08916
METSOX2abcpp	rxn08916
EX_metsox_R__L_e	rxn08917
METSOX2tex	rxn08917
MNNH	rxn03885
OMAIS	rxn12709
OMPHHX	rxn09042
OMPHHX3	rxn09043
OPAH	rxn00186
PC17M	rxn03513
PC17M_1	rxn03513
R05217	rxn11545
TEGAMO	rxn34694
THMDP	rxn09632
THMDPe	rxn09632
THMt2	rxn09657
THMt2m	rxn09657
XYLUt2pp	rxn09386
EX_xylu__L_e	rxn09387
XYLULte	rxn09387
XYLUtex	rxn09387
r0120	rxn00302
r0673	rxn02985
r0775	rxn03419
L24DC	rxn00164
2HBO	rxn00741
LDH2	rxn00741
r0568	rxn01981
CYNL	rxn02529
PRE3BS	rxn03532
R05217_nad	rxn03532
DHFS	rxn01603
DHFS_1	rxn01603
DHPS	rxn02200
DHPSm	rxn02200
aratyr3	rxn11201
PHEOX	rxn00488
HMR_3343	rxn40905
r1474	rxn40905
UNK5_1	rxn11200
ASPOb	rxn25829
2HBt2	rxn12585
PTHPS	rxn02986
PTHPS_1	rxn02986
PTHPSn	rxn02986
ASCBPOX_c	rxn00444
ASCBPOX_h	rxn00444
ASCBPOX_m	rxn00444
HMR_0960	rxn04840
HMR_0963	rxn04840
CDAPPA_SA	rxn10854
CLPNS_EC	rxn13929
CLPNS_SA	rxn10856
DAGK_SA	rxn10858
DASYN_SA	rxn10859
DHPTtm	rxn09768
EX_dhpt_e	rxn09768
DM_ethamp_r	rxn33689
ETHAMPtg	rxn33689
ETHAMPtr	rxn33689
EX_ethamp_e	rxn33689
HMR_9634	rxn33689
DOLGLCP_Uter	rxn32965
EX_6pgc_e	rxn32772
HMR_3953	rxn32772
EX_8aonn_e	rxn38788
EX_CE4633_e	rxn39138
EX_HC00229_e	rxn29402
EX_HC00955_e	rxn31937
ABT_Dt	rxn29406
EX_abt__D_e	rxn29406
AGtex	rxn29104
AGtpp	rxn29104
EX_ag_e	rxn29104
CHORt_h	rxn32592
CHORtex	rxn32592
EX_chor_e	rxn32592
EX_dann_e	rxn38790
EX_dchac_e	rxn43262
SK_dchac_c	rxn43262
EX_dma_e	rxn33011
EX_fe3dcit_e	rxn28597
EX_fuc1p__L_e	rxn32115
EX_malcoa_e	rxn32282
EX_malthp_e	rxn29456
FUCPt6_2	rxn10188
GLCATr	rxn08607
HMPK2	rxn10625
HMPK3	rxn10622
HMPK4	rxn10620
IOR2	rxn10562
MLDCP1App	rxn08926
MLDCP3App	rxn08930
MTSPCMMT	rxn10576
PAPA_SA	rxn10871
PGPP_SA	rxn10874
PGSA_SA	rxn10875
PSD_SA	rxn10879
PSSA_SA	rxn10880
EX_cdpea_e	rxn31874
SK_cdpea_c	rxn31874
SK_dna_c	rxn39170
SK_mi1345p_c	rxn32963
SK_rdmbzi_c	rxn45366
THFGLUS	rxn27860
THFGLUS_1	rxn27860
HCITI	rxn16566
araphe1	rxn11209
araphe2	rxn11210
GALO	rxn15133
GALOR	rxn15127
GALabc	rxn18360
GALabcpp	rxn18360
EX_gal_e	rxn28569
GALt1r	rxn28569
GALtex	rxn28569
GALtly	rxn28569
GALt2	rxn29540
GALt2pp	rxn29540
GALth	rxn29540
EX_4tmeabutn_e	rxn08595
GDH	rxn00182
GDHm	rxn00182
GLUDxi	rxn00182
GF6PTA	rxn00555
GGGH	rxn15143
GGLGH	rxn15143
r0627	rxn15143
GGPTRCO	rxn05124
GGPTRCS	rxn05123
4OHBUTm	rxn01201
GK_adp	rxn04042
GLACO	rxn32113
GLACOm	rxn32113
EX_glc__D_e	rxn08617
GLCMter	rxn08617
GLCt1	rxn08617
GLCt_x	rxn08617
GLCter	rxn08617
GLCtex	rxn08617
GLCtg	rxn08617
GLCtly	rxn08617
GLCtv	rxn08617
GLCRD	rxn32232
GLCRD_1	rxn32232
EX_glcr_e	rxn29111
GLCRt1	rxn29111
GLCRtex	rxn29111
HEX1	rxn00216
HEX1_1	rxn00216
EX_glu__L_e	rxn08633
GLUt3	rxn08633
GLUt7l	rxn08633
GLUt7m	rxn08633
GLUtc	rxn08633
GLUtex	rxn08633
GLUtr	rxn08633
SK_glu__L_c	rxn08633
GLUt5m	rxn09750
GLYCAt2rpp	rxn08644
EX_glyc__R_e	rxn08645
GLYCAtex	rxn08645
GLYC_Rt	rxn08645
EX_glyclt_e	rxn08653
GLYCLTt	rxn08653
GLYCLTtex	rxn08653
GLYCLTth	rxn08653
GLYCLTtm	rxn08653
GLYCLTtp	rxn08653
SK_glyclt_c	rxn08653
GLYCLTt4pp	rxn08652
GPDDA5	rxn00889
GPDDA5pp	rxn00889
GTPCI	rxn00299
GTPCI_1	rxn00299
GTPCI_2	rxn00299
GTPCIn	rxn00299
HACD1	rxn01451
HACD1i	rxn01451
HACD1m	rxn01451
HACD1x	rxn01451
HMR_3096	rxn03246
r0730	rxn03246
HBCO_nadp	rxn01452
HBCO_nadp_m	rxn01452
HEX10	rxn01439
HIBDkt	rxn17758
HIShPTtc	rxn05299
HISt2m	rxn05299
HISt2r	rxn05299
HISt2rpp	rxn05299
HISth	rxn05299
HMGCOAR	rxn01501
HMGCOARr	rxn01501
HMGCOARx	rxn01501
HMGCOAS	rxn01454
HMGCOASm	rxn01454
MHGS	rxn01454
r0463	rxn01454
HMGL	rxn00991
HMGL_1	rxn00991
HMGL_2	rxn00991
HMGLm	rxn00991
HMGLr	rxn00991
HMGLx	rxn00991
PHCD	rxn03071
PHCDm	rxn03071
HMR_9804	rxn03368
HMR_1996	rxn02035
HSD11B1r	rxn02035
HSD11B2r	rxn02034
HSD17B1	rxn01693
HSD17B7r	rxn01693
HSD17B2r	rxn01336
HSD17B3r	rxn01338
RE2766C	rxn01338
HSD17B8r	rxn01692
HMR_2016	rxn01793
HSD3A1r	rxn01793
HMR_2018	rxn01794
HSD3A2r	rxn01794
HSD3B11	rxn01586
HSD3B11r	rxn01586
IDP_h	rxn00001
IDPh	rxn00001
IDPh_1	rxn00001
IDPm	rxn00001
PPA	rxn00001
PPAer	rxn00001
PPAm	rxn00001
PPAn	rxn00001
r0009	rxn00001
PPA_1	rxn42569
PPA_1pp	rxn42569
PPA_2	rxn42569
IGAMD	rxn16494
INS2D	rxn00879
ISOMS	rxn00582
KAS8	rxn05291
KHK	rxn19991
LALDO3	rxn01618
EX_lipoate_e	rxn29146
LIPOt	rxn29146
LIPOtex	rxn29146
LIPOtm	rxn29146
HMR_2440	rxn02590
LNS14DM	rxn03912
LNS14DMr	rxn03912
LNSTLS	rxn02290
LNSTLSr	rxn02290
LO	rxn00229
LPPGS	rxn10567
HMR_6977	rxn06805
LYSMTF3n	rxn06805
M1PD	rxn00546
MAL6PG	rxn00607
PYRZAM	rxn02523
EX_malt_e	rxn08874
HMR_8588	rxn08874
MALTt1r	rxn08874
MALTtexi	rxn08874
MANAO	rxn01775
EX_man_e	rxn08886
MANt1r	rxn08886
MANter	rxn08886
MANtex	rxn08886
MANtg	rxn08886
MANth	rxn08886
MANtly	rxn08886
MCITL2	rxn00289
MCITL2m	rxn00289
METOX1s	rxn09942
METSOX1abc	rxn05613
METSOX1abcpp	rxn05613
MEVK1	rxn01607
MEVK1_1	rxn01607
MEVK1x	rxn01607
PHYT3	rxn02417
MI123456PP	rxn09991
MI1PP	rxn00883
MI1PP_1	rxn00883
MI1PS	rxn05072
MI1PSB	rxn15669
MI4PP	rxn00882
MI4PP_1	rxn00882
MI4PP_2	rxn00882
MICITDr	rxn03061
MLTG5	rxn41233
RE0944E	rxn41233
r0390	rxn01259
MMCD	rxn00672
MMCDm	rxn00672
MMCDp	rxn00672
MPL	rxn01132
MSHS	rxn16464
MTAN	rxn01021
MTAN_m	rxn01021
MTI	rxn01134
MTRK	rxn02894
MXMO	rxn03743
NADDP	rxn00076
NADDPe	rxn00076
NADDPp	rxn00076
NADDPp_1	rxn00076
NPH	rxn00076
NADN	rxn00075
NADNe	rxn00075
NADNm	rxn00075
NAR_syn	rxn05894
NTRARf2	rxn05894
NITR	rxn00571
NMNN	rxn00940
NODOx	rxn03990
NODOy	rxn03991
NS26Tg	rxn39524
HMR_3966	rxn00063
NTPP6	rxn00063
NTRIR2x	rxn00568
NTRIR2xm	rxn00568
NTRLASE2	rxn09519
NTRLASE3	rxn01377
HMR_9803	rxn14318
P45027A11m	rxn03284
r0741	rxn03284
HMR_1681	rxn03283
P45027A14m	rxn03283
HMR_1762	rxn14072
HMR_1785	rxn14072
HMR_1786	rxn14072
P45027A1m	rxn14072
P4502C92	rxn01786
HMR_1737	rxn04987
P45039A1r	rxn04987
HMR_1735	rxn04986
P45046A1r	rxn04986
P4504F121r	rxn04847
P4508B11r	rxn03297
PA160abcpp	rxn18343
PACCOAL	rxn39345
PACCOALm	rxn39345
PACL	rxn39345
r0383	rxn01242
r0555	rxn01871
PENAM	rxn39443
PENAM_1	rxn39443
PFK26	rxn01971
r0408	rxn01343
PGDI	rxn01623
PGDIr	rxn01623
PGESc	rxn01622
PGESr	rxn01622
PGI	rxn00558
PGI_h	rxn00558
PHEPS	rxn12009
PHEt2m	rxn05306
PHEt2r	rxn05306
PHEt2rpp	rxn05306
PHEt_h	rxn05306
EX_pi_e	rxn09121
PIcm	rxn09121
PIt	rxn09121
PIter	rxn09121
PItex	rxn09121
PItg	rxn09121
PItn	rxn09121
PItpp	rxn09121
PItx	rxn09121
r1150	rxn09121
PIt5m	rxn09722
PMEVK	rxn02322
PMEVKx	rxn02322
SMOX	rxn13388
PPM	rxn00778
PPMh	rxn00778
PPM2	rxn30648
PROt2r	rxn05638
PROt2rL	rxn05638
PROt2rpp	rxn05638
PROtm_1	rxn05638
EX_pro__L_e	rxn09193
PROPAT4te	rxn09193
PROtex	rxn09193
PROtm	rxn09193
SK_pro__L_c	rxn09193
PRPPP	rxn10591
PRPPS	rxn00770
PRPPSig	rxn00770
RPDPK	rxn00770
PSDm_hs	rxn06090
PSDm_hsc	rxn06090
PHSGPL11c	rxn45556
PSY	rxn28800
PSY_h	rxn28800
EX_ps_hs_e	rxn09703
PS_HSter	rxn09703
PS_HStg	rxn09703
PSt3	rxn09703
PUNP2	rxn19453
PUNP2_1	rxn19453
PXMO	rxn03600
EX_quin_e	rxn12452
QUIN2tex	rxn12452
QUIN2tpp	rxn12452
QUIN_Et	rxn12452
QUINtpp	rxn12571
RAHY	rxn11902
RBK	rxn00772
RBK2	rxn00772
RBKrg	rxn00772
RDH4	rxn23014
RE1834C	rxn05049
RE1834M	rxn05049
RE1834X	rxn05049
RE1835C	rxn14344
RE1835M	rxn14344
RE1835X	rxn14344
RE1943C	rxn11900
RE1943R	rxn11900
RE1978C	rxn16378
RE2387C	rxn21302
RE2387R	rxn21302
RE3013C	rxn02216
RE3013R	rxn02216
RIBabc	rxn05160
RIBabcpp	rxn05160
RPI	rxn00777
RPIg	rxn00777
RPIh	rxn00777
r0249	rxn00777
SACCD1	rxn39333
SACCD4m	rxn39333
SADT2	rxn09240
SAM24MT	rxn03063
SBTD_D2	rxn37282
SBTR	rxn01310
HMR_1653	rxn02639
SCPx	rxn02639
SELCYSS	rxn09244
SLCS	rxn09244
SELNPS	rxn02569
SELNPS_cho	rxn02569
SLDK	rxn02569
SAL_m	rxn00165
SERD_L	rxn00165
THRAL	rxn00165
SUCR	rxn41127
SUCRe	rxn41127
r0786	rxn31869
SPHK11	rxn21744
SMO	rxn02063
SQLEr	rxn02063
SQLS	rxn04147
SQLSr	rxn04147
HMR_1976	rxn26973
SR5ARr	rxn26973
ST6GALNAC27_cho	rxn39553
ST6GALNAC28_cho	rxn39554
EX_sucr_e	rxn09275
SUCRtex	rxn09275
SUCtpp	rxn09275
EX_thf_e	rxn09711
SK_thf_c	rxn09711
THFtl	rxn09711
THFtm	rxn09711
DM_thmpp_c	rxn13096
EX_thmpp_e	rxn13096
THMPPt2m	rxn13096
THMPPt_h	rxn13096
TMAOR1	rxn09313
TMAOR1e	rxn09314
TMAOR1pp	rxn09314
TMAOR2	rxn09315
TMAOR2e	rxn09316
TMAOR2pp	rxn09316
EX_tmao_e	rxn09317
TMAOtex	rxn09317
TMDPP	rxn27328
TRE6PH	rxn00606
TRE6PP	rxn02004
TRESULT	rxn10671
UAG2EMA	rxn00292
r0113	rxn00292
UGT1A4r	rxn01812
UGT1A6r	rxn02217
URACPAH	rxn16794
EX_urea_e	rxn05667
UREAt	rxn05667
UREAtex	rxn05667
UREAtm	rxn05667
UREAtpp	rxn05667
XMO	rxn01852
XYLI1	rxn01044
XYLK	rxn01199
XYLR	rxn01043
XYLTD_D	rxn01385
HMR_0410	rxn11718
r0308	rxn11718
r0355	rxn00841
r0407	rxn01334
AASS_c	rxn17247
r0525	rxn17247
HMR_6515	rxn02229
r0595	rxn02229
r0668	rxn02943
ECOAH7	rxn03240
ECOAH7m	rxn03240
ECOAH7p	rxn03240
r0716	rxn03240
r0716_1	rxn03240
r0717	rxn03240
r0747	rxn03293
r0750	rxn03296
DM_fol_c	rxn29888
EX_fol_e	rxn29888
r0962	rxn29888
r0963	rxn29888
FALGTHLs	rxn04791
r1377	rxn04791
FALDH2	rxn04792
r1378	rxn04792
r1457	rxn01782
ACLS	rxn00003
ACLSm	rxn00003
PPATDh	rxn00003
PYROX_1	rxn00152
G1Dx	rxn00217
LAT	rxn39268
DDPGA	rxn00328
DDPGAm	rxn00328
HMR_7628	rxn00489
PHEOR	rxn00489
FBP	rxn00549
FBP_h	rxn00549
FBPg	rxn00549
FBP26	rxn00550
NTRARym	rxn00572
DHCR72r	rxn01062
HMR_1565	rxn01062
HMR_1305	rxn01163
ALOX15	rxn01164
HMR_0985	rxn01164
HMR_0986	rxn01164
HMR_0987	rxn01164
ALOX5	rxn01166
G6PP	rxn00220
G6PPer	rxn00220
FRUK	rxn01492
HMR_2002	rxn01583
AADSACYCL	rxn39334
3SALATAi	rxn01906
3SALATAim	rxn01906
AATG	rxn01906
AATGm	rxn01906
ASPA2	rxn01906
ARAB14LO	rxn11561
ECOAH1	rxn02167
ECOAH1m	rxn02167
ECOAH1x	rxn02167
AASDH1_c	rxn39377
FCI	rxn02263
r0598	rxn02263
EHGLAT	rxn02339
EHGLATm	rxn02339
EHGLATp	rxn02339
BAAT1x	rxn02638
r0629	rxn02638
BAAT2x	rxn02640
r0630	rxn02640
DKI	rxn42006
HMR_1948	rxn03196
ACOAR4m	rxn03252
CHLSTI_1	rxn03281
EBP1r	rxn03281
AKR1D	rxn03291
AKR1C41	rxn03292
AKR1D2	rxn03294
EAR160_m	rxn05328
EAR160x	rxn05328
EAR160x_1	rxn05328
EAR160y	rxn05354
EAR160y_1	rxn05354
C14STR	rxn03911
C14STRr	rxn03911
T6PGD	rxn04020
HMR_0767	rxn04378
SKDH_1	rxn04662
ACOAR2m	rxn04793
CBIAT	rxn05029
44MZYMMO	rxn11683
C4STMO1	rxn11683
C4STMO1r	rxn11683
CIGAMS	rxn16434
HMR_1967	rxn16804
HMR_1968	rxn16804
DCPT	rxn21378
ACGALK	rxn46837
BGLA1	rxn00608
FACOAE161	rxn21016
ACOAD2	rxn10010
HMR_3094	rxn19050
HMR_9807	rxn40116
CYSt2r	rxn09690
CYSt_h	rxn09690
CYSt_m	rxn09690
ALAt2pp	rxn05496
ALAt2r	rxn05496
ALAt2rL	rxn05496
ALAtm	rxn05496
ALAtx	rxn05496
FAOXC101x	rxn44585
RE3628M	rxn44585
26DPAi	rxn10061
FEENTERtpp	rxn08508
EX_enter_e	rxn28793
C3STKR2	rxn26965
C3STKR2r	rxn26965
HMR_1509	rxn26965
CYSabc	rxn05237
CYSabcpp	rxn05237
3AIBTm	rxn02926
FUCt	rxn05691
FUCtpp	rxn05691
G3PAT160_1	rxn28237
G3PAT160_m	rxn28237
ACOAO4p	rxn09479
DM_thm_m	rxn09300
EX_thm_e	rxn09300
THMt_h	rxn09300
THMtex	rxn09300
THMtrbc	rxn09300
AASAD3	rxn39376
AASAD3m	rxn39376
r0633	rxn02678
BGLA	rxn00222
BGLApp	rxn00222
BG_CELLB	rxn00222
G6PI3	rxn02380
G6PI4	rxn02380
HMR_7749	rxn02380
ALLULPE	rxn08118
EX_f6p_e	rxn08432
F6Ptex	rxn08432
F6Ptex_1	rxn08432
3HBCOAHL	rxn17759
3HBCOAHLm	rxn17759
HPA3MO	rxn01945
4HOXPACt2pp	rxn10559
HPACt2r	rxn10559
ABTD	rxn01391
CYANST	rxn01416
CYANSTm	rxn01416
CYANSTpp	rxn01416
DGULND	rxn01393
DOPABMO	rxn01839
DOPABMO_1	rxn01839
ECOAH12	rxn20198
ECOAH12m	rxn20198
